lead_id,company,industry,source,budget,engagement_score,status,created_date,salesperson
LEAD-00224,Nexus Labs,Professional Services & Consulting,Inbound Demo Request,35000.0,67.0,Negotiation,2026-08-11,Alex Rivera
LEAD-00225,Solstice Health,Retail & E-Commerce,Referral,35000.0,76.0,Negotiation,2026-05-03,Emily Watson
LEAD-00226,Aura Digital,Telecommunications,Cold Outreach,12000.0,23.1,New,2026-05-11,Alex Rivera
LEAD-00227,Vertex Capital,Professional Services & Consulting,Organic Search,5000.0,21.2,New,2025-09-29,Alex Rivera
LEAD-00228,Aura Innovations,Telecommunications,LinkedIn Campaign,20000.0,52.0,Contacted,2026-07-24,Emily Watson
LEAD-00229,Zenith Analytics,Media & Entertainment,Partner Channel,5000.0,53.5,New,2026-03-24,Priya Patel
LEAD-00230,Apex Innovations,Retail & E-Commerce,Referral,35000.0,84.0,Won,2026-05-08,Sarah Jenkins
LEAD-00231,Pinnacle Logistics,Telecommunications,Partner Channel,25000.0,22.6,New,2025-11-03,Sarah Jenkins
LEAD-00232,Vertex Innovations,Manufacturing & Industrial,Organic Search,5000.0,53.0,New,2026-06-07,Sarah Jenkins
LEAD-00233,Velocity Innovations,Healthcare & Life Sciences,Cold Outreach,5000.0,54.7,New,2026-07-12,Michael Chang
LEAD-00234,Hyperion Global,Telecommunications,Inbound Demo Request,60000.0,79.7,Won,2025-10-29,David Kim
LEAD-00235,Pinnacle Health,Media & Entertainment,LinkedIn Campaign,20000.0,53.1,Qualified,2026-04-21,David Kim
LEAD-00236,Pinnacle Health,SaaS & Cloud Software,Referral,15000.0,84.7,Qualified,2026-02-04,Emily Watson
LEAD-00237,Horizon Dynamics,Financial Services & FinTech,LinkedIn Campaign,8000.0,66.7,Proposal Sent,2025-12-26,Sarah Jenkins
LEAD-00238,Omni Solutions,Manufacturing & Industrial,LinkedIn Campaign,20000.0,77.2,Won,2025-10-09,David Kim
LEAD-00239,Zenith Logistics,Telecommunications,Organic Search,5000.0,41.9,New,2025-10-04,Priya Patel
LEAD-00240,Nexus Enterprises,Media & Entertainment,Referral,15000.0,99.0,Proposal Sent,2026-06-15,Alex Rivera
LEAD-00241,Horizon Systems,Retail & E-Commerce,Referral,60000.0,80.1,Qualified,2026-06-11,Sarah Jenkins
LEAD-00242,Vanguard Solutions,Financial Services & FinTech,Referral,15000.0,80.4,Won,2026-07-27,Michael Chang
LEAD-00243,Catalyst Analytics,Media & Entertainment,Referral,60000.0,61.4,Qualified,2026-08-28,Sarah Jenkins
LEAD-00244,Horizon Systems,SaaS & Cloud Software,Inbound Demo Request,15000.0,77.2,Won,2026-02-11,Priya Patel
LEAD-00245,Meridian Capital,Retail & E-Commerce,Partner Channel,5000.0,37.6,Lost,2026-07-12,Sarah Jenkins
LEAD-00246,Solstice Dynamics,Retail & E-Commerce,Organic Search,25000.0,28.8,Contacted,2026-01-10,Emily Watson
LEAD-00247,Apex Logistics,Retail & E-Commerce,Webinar,20000.0,61.9,Contacted,2026-03-07,Alex Rivera
LEAD-00248,Apex Solutions,Manufacturing & Industrial,Referral,60000.0,76.1,Proposal Sent,2025-12-16,Alex Rivera
LEAD-00249,Hyperion Systems,Manufacturing & Industrial,Inbound Demo Request,15000.0,87.2,Negotiation,2026-06-24,Michael Chang
LEAD-00250,Omni Technologies,Manufacturing & Industrial,Organic Search,12000.0,39.8,New,2026-02-21,Emily Watson
LEAD-00251,Vertex Systems,Manufacturing & Industrial,Cold Outreach,5000.0,65.8,Contacted,2026-03-27,David Kim
LEAD-00252,Omni Enterprises,Media & Entertainment,Webinar,45000.0,86.3,Proposal Sent,2026-02-02,Priya Patel
LEAD-00253,Acro Capital,Financial Services & FinTech,Webinar,20000.0,71.9,Contacted,2025-11-29,Sarah Jenkins
LEAD-00254,Elevate Global,Professional Services & Consulting,Inbound Demo Request,15000.0,49.2,Won,2026-06-08,Priya Patel
LEAD-00255,Meridian Systems,Professional Services & Consulting,Referral,35000.0,70.3,Won,2026-08-09,Michael Chang
LEAD-00256,Aura Enterprises,Telecommunications,Referral,35000.0,90.5,Proposal Sent,2026-04-22,Priya Patel
LEAD-00257,Beacon Global,SaaS & Cloud Software,LinkedIn Campaign,8000.0,85.2,Lost,2025-12-17,Priya Patel
LEAD-00258,Pinnacle Global,Retail & E-Commerce,LinkedIn Campaign,20000.0,74.6,Won,2026-06-12,Sarah Jenkins
LEAD-00259,Hyperion Enterprises,Manufacturing & Industrial,Organic Search,12000.0,33.8,Contacted,2026-04-24,Priya Patel
LEAD-00260,CoreTech Global,Manufacturing & Industrial,Organic Search,12000.0,48.0,Contacted,2025-10-23,David Kim
LEAD-00261,Aegis Enterprises,Media & Entertainment,Organic Search,12000.0,39.4,Contacted,2025-12-26,Sarah Jenkins
LEAD-00262,Aura Innovations,Media & Entertainment,Partner Channel,5000.0,32.1,Contacted,2026-05-30,David Kim
LEAD-00263,Nexus Technologies,Professional Services & Consulting,Cold Outreach,12000.0,57.3,Contacted,2026-05-19,David Kim
LEAD-00264,Vanguard Dynamics,Telecommunications,Inbound Demo Request,60000.0,56.8,Proposal Sent,2025-11-29,David Kim
LEAD-00265,Meridian Logistics,Manufacturing & Industrial,LinkedIn Campaign,8000.0,72.4,Contacted,2025-10-29,Sarah Jenkins
LEAD-00266,Pinnacle Systems,SaaS & Cloud Software,Referral,35000.0,78.4,Proposal Sent,2026-01-02,Emily Watson
LEAD-00267,Elevate Capital,Healthcare & Life Sciences,Cold Outreach,5000.0,56.9,New,2026-04-26,Priya Patel
LEAD-00268,Vertex Digital,SaaS & Cloud Software,Partner Channel,12000.0,30.9,New,2026-03-16,Michael Chang
LEAD-00269,Elevate Dynamics,Media & Entertainment,Partner Channel,5000.0,27.7,Won,2025-10-20,Alex Rivera
LEAD-00270,Zenith Digital,Manufacturing & Industrial,Webinar,20000.0,65.7,Lost,2026-07-17,David Kim
LEAD-00271,Aegis Health,Telecommunications,Cold Outreach,5000.0,37.4,New,2026-02-03,David Kim
LEAD-00272,Vanguard Enterprises,Professional Services & Consulting,Referral,15000.0,62.4,Qualified,2026-02-26,Sarah Jenkins
LEAD-00273,Pinnacle Partners,Financial Services & FinTech,Inbound Demo Request,35000.0,81.4,Lost,2026-04-25,Sarah Jenkins
LEAD-00274,Beacon Innovations,Financial Services & FinTech,Organic Search,5000.0,35.5,Contacted,2025-11-11,Priya Patel
LEAD-00275,Quantum Systems,Healthcare & Life Sciences,Cold Outreach,25000.0,31.7,Contacted,2026-06-07,Alex Rivera
LEAD-00276,Synapse Global,Healthcare & Life Sciences,Partner Channel,12000.0,26.6,Qualified,2025-12-31,Alex Rivera
LEAD-00277,Beacon Labs,Professional Services & Consulting,Partner Channel,5000.0,51.2,Lost,2026-08-17,David Kim
LEAD-00278,Vanguard Partners,Retail & E-Commerce,Inbound Demo Request,15000.0,85.8,Won,2026-07-08,David Kim
LEAD-00279,Elevate Global,SaaS & Cloud Software,Organic Search,5000.0,56.8,New,2026-03-28,Alex Rivera
LEAD-00280,Nexus Digital,Retail & E-Commerce,Partner Channel,5000.0,47.1,Qualified,2026-06-01,David Kim
LEAD-00281,Hyperion Innovations,Healthcare & Life Sciences,LinkedIn Campaign,8000.0,65.3,Proposal Sent,2026-03-15,Priya Patel
LEAD-00282,Acro Logistics,Financial Services & FinTech,Inbound Demo Request,60000.0,99.0,Proposal Sent,2026-01-12,Alex Rivera
LEAD-00283,Solstice Capital,Professional Services & Consulting,Referral,35000.0,55.4,Won,2025-11-19,Michael Chang
LEAD-00284,Solstice Global,Retail & E-Commerce,Referral,35000.0,89.9,Proposal Sent,2026-04-29,David Kim
LEAD-00285,Prism Partners,Media & Entertainment,Referral,15000.0,57.1,Won,2025-11-10,David Kim
LEAD-00286,Solstice Labs,Healthcare & Life Sciences,Partner Channel,5000.0,48.9,Lost,2026-05-26,David Kim
LEAD-00287,Vertex Logistics,Media & Entertainment,Partner Channel,5000.0,43.8,Lost,2026-05-03,Sarah Jenkins
LEAD-00288,Starlight Analytics,Telecommunications,LinkedIn Campaign,20000.0,60.7,Qualified,2026-08-22,Sarah Jenkins
LEAD-00289,Catalyst Enterprises,Professional Services & Consulting,Inbound Demo Request,60000.0,84.8,Negotiation,2026-07-18,David Kim
LEAD-00290,CoreTech Technologies,Telecommunications,Referral,60000.0,62.0,Qualified,2026-08-16,David Kim
LEAD-00291,Acro Technologies,SaaS & Cloud Software,Referral,120000.0,83.5,Proposal Sent,2025-11-03,Alex Rivera
LEAD-00292,Pinnacle Innovations,Financial Services & FinTech,Webinar,8000.0,95.0,Won,2026-03-28,Alex Rivera
LEAD-00293,Apex Solutions,Telecommunications,Webinar,8000.0,28.7,Won,2025-12-15,Michael Chang
LEAD-00294,Acro Global,Financial Services & FinTech,Webinar,8000.0,53.1,Contacted,2026-03-04,Emily Watson
LEAD-00295,Prism Logistics,Media & Entertainment,Webinar,45000.0,44.3,Contacted,2026-03-05,Priya Patel
LEAD-00296,Aegis Health,Professional Services & Consulting,LinkedIn Campaign,20000.0,84.2,Contacted,2025-10-25,David Kim
LEAD-00297,Omni Dynamics,Financial Services & FinTech,Inbound Demo Request,35000.0,85.9,Negotiation,2025-10-17,Alex Rivera
LEAD-00298,Hyperion Capital,Professional Services & Consulting,Webinar,45000.0,89.2,Contacted,2025-11-14,Michael Chang
LEAD-00299,Omni Partners,Financial Services & FinTech,Organic Search,5000.0,36.7,New,2025-09-22,Alex Rivera
LEAD-00300,Nexus Solutions,Retail & E-Commerce,Webinar,8000.0,66.8,Qualified,2025-09-16,Emily Watson
LEAD-00301,Acro Systems,Telecommunications,Webinar,8000.0,90.7,Proposal Sent,2025-12-12,Alex Rivera
LEAD-00302,Aegis Labs,Financial Services & FinTech,Organic Search,5000.0,62.4,New,2026-06-06,Alex Rivera
LEAD-00303,Vertex Technologies,Retail & E-Commerce,Inbound Demo Request,120000.0,94.6,Won,2026-05-03,Alex Rivera
LEAD-00304,Apex Capital,SaaS & Cloud Software,Organic Search,12000.0,35.3,New,2026-06-26,Michael Chang
LEAD-00305,Vanguard Solutions,SaaS & Cloud Software,Cold Outreach,5000.0,60.1,New,2025-12-14,Sarah Jenkins
LEAD-00306,Synapse Innovations,SaaS & Cloud Software,Organic Search,5000.0,57.1,Lost,2025-10-13,Emily Watson
LEAD-00307,Catalyst Enterprises,Media & Entertainment,LinkedIn Campaign,20000.0,68.1,Contacted,2025-09-27,David Kim
LEAD-00308,Vertex Analytics,Financial Services & FinTech,Webinar,45000.0,31.3,Qualified,2025-12-07,Michael Chang
LEAD-00309,Cognitive Innovations,Financial Services & FinTech,Inbound Demo Request,35000.0,65.6,Qualified,2026-01-25,David Kim
LEAD-00310,Omni Global,Financial Services & FinTech,LinkedIn Campaign,8000.0,58.1,Lost,2025-09-08,Alex Rivera
LEAD-00311,Solstice Enterprises,Media & Entertainment,Cold Outreach,5000.0,38.4,Lost,2026-01-17,Sarah Jenkins
LEAD-00312,Hyperion Analytics,Financial Services & FinTech,Partner Channel,12000.0,66.3,New,2026-03-10,David Kim
LEAD-00313,Hyperion Analytics,Healthcare & Life Sciences,Cold Outreach,25000.0,36.2,Contacted,2026-05-11,Michael Chang
LEAD-00314,Vertex Health,Media & Entertainment,Partner Channel,12000.0,81.7,New,2026-04-06,Alex Rivera
LEAD-00315,Vanguard Systems,Manufacturing & Industrial,Referral,35000.0,90.5,Won,2026-02-24,Emily Watson
LEAD-00316,Catalyst Innovations,Media & Entertainment,Cold Outreach,5000.0,48.6,Qualified,2026-01-05,Emily Watson
LEAD-00317,Vertex Systems,Professional Services & Consulting,Organic Search,5000.0,13.9,New,2025-12-24,Alex Rivera
LEAD-00318,Zenith Dynamics,SaaS & Cloud Software,Inbound Demo Request,60000.0,69.4,Proposal Sent,2026-06-11,Alex Rivera
LEAD-00319,Hyperion Partners,Media & Entertainment,Partner Channel,12000.0,55.6,Contacted,2026-06-27,Emily Watson
LEAD-00320,Quantum Logistics,Media & Entertainment,LinkedIn Campaign,8000.0,73.9,Proposal Sent,2026-05-08,Priya Patel
LEAD-00321,Apex Technologies,Financial Services & FinTech,Cold Outreach,5000.0,81.1,New,2026-01-23,Alex Rivera
LEAD-00322,Horizon Technologies,Professional Services & Consulting,Cold Outreach,12000.0,42.5,Lost,2026-07-18,Priya Patel
LEAD-00323,Aegis Digital,Financial Services & FinTech,LinkedIn Campaign,8000.0,55.2,Won,2026-03-23,Alex Rivera
LEAD-00324,Velocity Health,Retail & E-Commerce,Partner Channel,5000.0,16.6,Lost,2025-10-01,David Kim
LEAD-00325,Zenith Health,Manufacturing & Industrial,Webinar,20000.0,46.1,Contacted,2026-06-04,Priya Patel
LEAD-00326,Zenith Solutions,Financial Services & FinTech,Partner Channel,5000.0,35.6,New,2025-09-13,David Kim
LEAD-00327,Cognitive Global,Manufacturing & Industrial,Organic Search,25000.0,32.9,Lost,2026-02-10,Michael Chang
LEAD-00328,Nexus Innovations,Healthcare & Life Sciences,Inbound Demo Request,35000.0,67.9,Won,2026-05-27,Michael Chang
LEAD-00329,Velocity Global,Retail & E-Commerce,Referral,15000.0,54.0,Won,2025-10-09,Priya Patel
LEAD-00330,Beacon Technologies,Professional Services & Consulting,LinkedIn Campaign,8000.0,87.2,Proposal Sent,2026-08-09,Michael Chang
LEAD-00331,Stratosphere Dynamics,SaaS & Cloud Software,Referral,35000.0,78.1,Negotiation,2026-02-22,David Kim
LEAD-00332,Horizon Health,Professional Services & Consulting,Referral,60000.0,86.8,Negotiation,2026-08-10,David Kim
LEAD-00333,Vertex Innovations,Media & Entertainment,Inbound Demo Request,15000.0,86.6,Negotiation,2025-09-07,Alex Rivera
LEAD-00334,Meridian Innovations,SaaS & Cloud Software,Cold Outreach,5000.0,22.1,New,2026-04-12,Emily Watson
LEAD-00335,Zenith Systems,Telecommunications,Webinar,20000.0,58.7,Qualified,2026-08-05,Alex Rivera
LEAD-00336,Elevate Capital,Healthcare & Life Sciences,Cold Outreach,25000.0,39.5,Lost,2025-12-30,Alex Rivera
LEAD-00337,Aegis Technologies,Professional Services & Consulting,Webinar,8000.0,46.5,Qualified,2025-11-14,David Kim
LEAD-00338,Beacon Innovations,Manufacturing & Industrial,Referral,60000.0,99.0,Proposal Sent,2026-03-14,Alex Rivera
LEAD-00339,Stratosphere Innovations,Retail & E-Commerce,Partner Channel,5000.0,59.3,New,2025-12-17,Priya Patel
LEAD-00340,Omni Dynamics,SaaS & Cloud Software,Partner Channel,12000.0,53.3,Lost,2025-12-05,Michael Chang
LEAD-00341,Vertex Capital,Retail & E-Commerce,Organic Search,12000.0,58.6,New,2026-08-23,Michael Chang
LEAD-00342,Pinnacle Digital,Healthcare & Life Sciences,Cold Outreach,5000.0,46.0,Contacted,2026-03-29,Sarah Jenkins
LEAD-00343,Omni Partners,Healthcare & Life Sciences,Organic Search,5000.0,63.0,New,2025-09-25,Michael Chang
LEAD-00344,CoreTech Analytics,Media & Entertainment,Webinar,8000.0,56.5,Contacted,2026-01-28,Emily Watson
LEAD-00345,Stratosphere Labs,Financial Services & FinTech,Cold Outreach,12000.0,47.2,Contacted,2025-10-10,Alex Rivera
LEAD-00346,Aura Partners,Healthcare & Life Sciences,Cold Outreach,5000.0,28.8,New,2025-12-29,Priya Patel
LEAD-00347,Vertex Solutions,SaaS & Cloud Software,Partner Channel,12000.0,52.0,Qualified,2026-03-27,Priya Patel
LEAD-00348,Starlight Partners,Healthcare & Life Sciences,Inbound Demo Request,35000.0,69.2,Won,2025-11-05,David Kim
LEAD-00349,Vanguard Partners,SaaS & Cloud Software,LinkedIn Campaign,45000.0,52.3,Won,2025-12-10,Michael Chang
LEAD-00350,Stratosphere Capital,Professional Services & Consulting,Cold Outreach,5000.0,57.3,New,2026-05-11,Priya Patel
LEAD-00351,Acro Partners,Healthcare & Life Sciences,Partner Channel,12000.0,41.8,Contacted,2026-02-16,Sarah Jenkins
LEAD-00352,Vanguard Dynamics,Financial Services & FinTech,Inbound Demo Request,120000.0,79.6,Won,2026-07-05,Emily Watson
LEAD-00353,Aegis Solutions,Professional Services & Consulting,Organic Search,5000.0,20.7,Lost,2026-06-16,Emily Watson
LEAD-00354,Velocity Partners,Media & Entertainment,Webinar,20000.0,56.6,Lost,2026-08-21,Priya Patel
LEAD-00355,Stratosphere Analytics,Telecommunications,Referral,15000.0,70.2,Won,2026-07-13,Sarah Jenkins
LEAD-00356,Acro Dynamics,Media & Entertainment,LinkedIn Campaign,8000.0,51.9,Qualified,2026-08-20,Priya Patel
LEAD-00357,CoreTech Capital,Media & Entertainment,Inbound Demo Request,35000.0,79.3,Won,2026-07-22,Emily Watson
LEAD-00358,Velocity Innovations,Media & Entertainment,Webinar,8000.0,58.8,Proposal Sent,2025-12-28,Alex Rivera
LEAD-00359,Prism Global,SaaS & Cloud Software,Organic Search,5000.0,48.0,New,2025-09-19,Priya Patel
LEAD-00360,Meridian Labs,SaaS & Cloud Software,Organic Search,5000.0,14.0,Lost,2026-01-23,Sarah Jenkins
LEAD-00361,Hyperion Digital,Financial Services & FinTech,Referral,60000.0,66.7,Won,2026-04-25,David Kim
LEAD-00362,Hyperion Innovations,SaaS & Cloud Software,Inbound Demo Request,120000.0,97.8,Negotiation,2026-03-28,Michael Chang
LEAD-00363,Solstice Partners,Manufacturing & Industrial,LinkedIn Campaign,20000.0,57.5,Contacted,2026-06-22,Priya Patel
LEAD-00364,Solstice Partners,Healthcare & Life Sciences,Organic Search,12000.0,27.5,Contacted,2025-12-25,Sarah Jenkins
LEAD-00365,Acro Labs,SaaS & Cloud Software,Inbound Demo Request,35000.0,87.6,Won,2026-05-07,Alex Rivera
LEAD-00366,Omni Logistics,Professional Services & Consulting,Inbound Demo Request,15000.0,86.8,Negotiation,2025-12-03,Priya Patel
LEAD-00367,Catalyst Logistics,Healthcare & Life Sciences,LinkedIn Campaign,20000.0,30.3,Won,2026-02-26,Emily Watson
LEAD-00368,Omni Global,Manufacturing & Industrial,Organic Search,5000.0,47.0,New,2026-02-16,Michael Chang
LEAD-00369,Stratosphere Dynamics,Healthcare & Life Sciences,Webinar,8000.0,36.5,Proposal Sent,2026-04-08,David Kim
LEAD-00370,Stratosphere Analytics,Healthcare & Life Sciences,Cold Outreach,25000.0,38.8,Lost,2026-04-13,Sarah Jenkins
LEAD-00371,Stratosphere Technologies,Healthcare & Life Sciences,Inbound Demo Request,15000.0,87.5,Proposal Sent,2026-02-09,Emily Watson
LEAD-00372,Stratosphere Dynamics,Healthcare & Life Sciences,Cold Outreach,5000.0,27.3,New,2026-08-29,Sarah Jenkins
LEAD-00373,Prism Enterprises,Retail & E-Commerce,Referral,35000.0,99.0,Negotiation,2026-04-09,Priya Patel
LEAD-00374,Apex Technologies,Retail & E-Commerce,Organic Search,5000.0,66.1,Qualified,2026-01-26,Alex Rivera
LEAD-00375,Prism Enterprises,Retail & E-Commerce,LinkedIn Campaign,8000.0,45.9,Proposal Sent,2026-05-21,Alex Rivera
LEAD-00376,Synapse Analytics,Healthcare & Life Sciences,Partner Channel,5000.0,42.9,Contacted,2025-10-18,Sarah Jenkins
LEAD-00377,Meridian Dynamics,Media & Entertainment,Webinar,20000.0,69.3,Qualified,2026-07-30,Michael Chang
LEAD-00378,Starlight Systems,Manufacturing & Industrial,Organic Search,5000.0,24.3,Contacted,2025-11-18,Emily Watson
LEAD-00379,Acro Dynamics,SaaS & Cloud Software,Organic Search,5000.0,42.4,Contacted,2026-01-28,David Kim
LEAD-00380,Zenith Enterprises,Retail & E-Commerce,Webinar,8000.0,84.2,Won,2025-11-10,Emily Watson
LEAD-00381,Beacon Labs,Healthcare & Life Sciences,Inbound Demo Request,120000.0,95.3,Negotiation,2026-05-03,David Kim
LEAD-00382,Hyperion Innovations,Professional Services & Consulting,Partner Channel,5000.0,33.7,New,2025-12-11,David Kim
LEAD-00383,Prism Labs,Retail & E-Commerce,Partner Channel,5000.0,63.7,Contacted,2025-12-10,Alex Rivera
LEAD-00384,CoreTech Labs,Media & Entertainment,Organic Search,5000.0,64.8,Contacted,2026-05-12,David Kim
LEAD-00385,Beacon Innovations,Professional Services & Consulting,Partner Channel,12000.0,23.9,Contacted,2026-04-13,David Kim
LEAD-00386,Meridian Global,Retail & E-Commerce,Referral,15000.0,71.5,Lost,2026-01-05,Alex Rivera
LEAD-00387,Apex Technologies,Media & Entertainment,Referral,35000.0,57.6,Negotiation,2026-02-14,Sarah Jenkins
LEAD-00388,Pinnacle Dynamics,Manufacturing & Industrial,Organic Search,5000.0,41.4,Lost,2026-04-04,David Kim
LEAD-00389,Velocity Solutions,Telecommunications,Partner Channel,5000.0,65.9,Qualified,2025-12-01,Alex Rivera
LEAD-00390,Starlight Solutions,Healthcare & Life Sciences,Inbound Demo Request,15000.0,66.3,Negotiation,2026-02-24,Michael Chang
LEAD-00391,CoreTech Partners,Retail & E-Commerce,Cold Outreach,5000.0,57.1,New,2026-07-02,Emily Watson
LEAD-00392,Aura Enterprises,Professional Services & Consulting,Cold Outreach,5000.0,49.0,Lost,2025-12-01,Emily Watson
LEAD-00393,Zenith Global,Professional Services & Consulting,LinkedIn Campaign,8000.0,69.5,Won,2025-10-26,Priya Patel
LEAD-00394,Pinnacle Technologies,Healthcare & Life Sciences,Inbound Demo Request,120000.0,83.1,Proposal Sent,2026-01-16,Sarah Jenkins
LEAD-00395,Meridian Global,Healthcare & Life Sciences,Organic Search,12000.0,11.3,Contacted,2026-07-31,Priya Patel
LEAD-00396,Aegis Solutions,Manufacturing & Industrial,Inbound Demo Request,35000.0,90.3,Negotiation,2025-10-07,Sarah Jenkins
LEAD-00397,Cognitive Global,Financial Services & FinTech,Cold Outreach,5000.0,57.4,Contacted,2026-02-19,Alex Rivera
LEAD-00398,Acro Digital,Manufacturing & Industrial,Organic Search,5000.0,28.2,Contacted,2026-07-07,Priya Patel
LEAD-00399,Solstice Partners,Professional Services & Consulting,Cold Outreach,25000.0,49.5,New,2026-07-11,Emily Watson
LEAD-00400,Elevate Labs,Retail & E-Commerce,Partner Channel,5000.0,35.3,Contacted,2026-01-07,Michael Chang
LEAD-00401,Vertex Labs,Retail & E-Commerce,Inbound Demo Request,15000.0,78.0,Negotiation,2026-08-26,Michael Chang
LEAD-00402,Synapse Global,Professional Services & Consulting,Inbound Demo Request,15000.0,65.8,Lost,2025-10-09,Michael Chang
LEAD-00403,Cognitive Logistics,Professional Services & Consulting,Webinar,45000.0,60.2,Contacted,2026-08-22,Emily Watson
